-33.78	2.93	-4.88		
-37.50	-6.17	2.27		
-41.21	-16.25	11.05		
-42.66	-21.45	17.87		
-43.23	-23.72	26.32		
-42.06	-24.05	30.55		
-40.21	-24.37	33.47		
-38.80	-24.70	35.75		
-36.19	-24.70	37.05		
-33.77	-25.02	38.02		
-32.05	-24.70	38.02		
-29.80	-24.70	38.02		
-27.79	-24.70	38.35		
-26.08	-24.70	38.02		
-24.55	-24.70	38.02		
-23.61	-24.37	38.02		
-22.51	-24.37	38.02		
-21.79	-24.37	38.02		
-20.75	-24.37	38.02		
-19.93	-24.37	38.02		
-18.89	-24.37	38.02		
-17.86	-24.37	38.02		
-16.75	-24.37	38.02		
-15.60	-24.37	38.02		
-14.70	-24.37	38.02		
-13.88	-24.37	38.02		
-13.38	-24.37	39.00		
-12.83	-24.37	40.30		
-12.26	-24.37	41.27		
-11.87	-24.37	42.25		
-11.17	-24.70	42.57		
-10.11	-24.70	42.90		
-9.03	-25.02	43.22		
-8.13	-25.02	43.22		
-7.21	-24.70	43.55		
-6.36	-24.70	43.55		
-5.74	-24.70	43.55		
-5.13	-24.70	43.22		
-4.62	-24.70	43.22		
-4.12	-24.70	43.22		
-3.57	-24.70	43.22		
-3.03	-24.70	43.22		
-2.15	-24.70	43.22		
-1.43	-24.70	43.22		
-0.80	-24.70	43.22		
-0.16	-24.70	43.22		
0.79	-24.70	42.57		
1.52	-24.37	42.25		
2.40	-24.05	40.95		
3.12	-22.75	39.65		
4.01	-21.77	38.35		
4.94	-19.82	36.40		
5.95	-18.20	34.13		
6.99	-15.92	31.85		
8.21	-13.32	28.92		
9.31	-10.07	26.00		
10.34	-6.50	22.42		
11.10	-2.60	18.85		
12.06	1.63	14.95		
12.60	5.85	10.72		
13.92	9.42	6.50		
15.59	13.97	2.93		
17.85	18.85	-1.95		
20.02	24.37	-6.50		
21.29	30.22	-12.35		
21.82	37.05	-17.87		
22.55	43.55	-24.05		
23.12	47.77	-27.30		
20.21	50.38	-27.62		
17.65	52.00	-28.27		
14.85	53.30	-28.27		
13.06	53.95	-28.27		
10.97	53.95	-28.27		
9.41	53.95	-28.27		
8.54	53.95	-29.90		
7.04	53.95	-30.87		
5.47	53.95	-31.85		
3.70	53.95	-32.50		
2.12	53.95	-32.50		
0.67	53.95	-32.50		
-1.13	53.95	-33.15		
-3.52	53.30	-33.15		
-6.17	51.68	-32.50		
-9.28	48.75	-31.52		
-12.81	44.85	-29.90		
-17.26	39.65	-27.62		
-21.85	33.47	-24.70		
-25.88	26.32	-21.45		
-29.02	17.87	-16.90		
-31.79	9.75	-11.70		
-35.43	1.30	-4.55		
-38.68	-8.13	2.93		
-40.14	-13.32	9.42		
-41.02	-14.95	16.90		
-41.80	-15.60	24.05		
-41.95	-16.57	31.52		
-40.68	-16.57	34.77		
-39.72	-16.57	37.70		
-37.15	-16.57	40.30		
-35.01	-16.57	42.25		
-32.17	-16.57	43.22		
-29.26	-16.57	43.55		
-26.89	-16.25	43.88		
-24.93	-16.25	43.88		
-23.28	-15.92	43.88		
-21.79	-16.57	43.88		
-20.60	-16.25	43.88		
-19.28	-16.57	43.88		
-18.36	-16.25	43.55		
-17.42	-16.25	43.55		
-16.75	-17.87	43.55		
-15.77	-20.47	43.55		
-15.08	-22.10	43.88		
-14.36	-23.40	43.88		
-13.60	-24.05	43.55		
-12.96	-24.37	43.88		
-12.29	-24.37	43.88		
-11.61	-24.37	43.88		
-11.04	-24.37	43.55		
-10.43	-24.37	43.88		
-9.94	-24.37	43.88		
-9.42	-24.37	43.55		
-8.85	-24.37	43.88		
-8.35	-24.37	43.88		
-7.75	-24.37	43.88		
-7.16	-24.37	43.88		
-6.67	-24.37	43.55		
-6.25	-24.37	43.88		
-5.88	-24.37	43.55		
-5.54	-24.37	43.55		
-5.16	-24.37	43.55		
-4.84	-24.37	43.55		
-4.38	-24.37	43.88		
-4.04	-24.37	43.55		
-3.62	-24.37	43.55		
-3.24	-24.37	43.55		
-2.87	-24.37	43.55		
-2.41	-24.70	43.55		
-1.84	-24.70	43.55		
-1.33	-24.70	43.55		
-0.83	-24.70	43.55		
-0.35	-24.70	43.55		
0.53	-24.70	43.22		
1.28	-24.70	42.57		
2.02	-24.37	41.93		
2.80	-23.72	40.95		
3.77	-22.75	39.32		
4.53	-21.12	38.02		
5.66	-19.50	35.75		
6.63	-17.22	34.13		
7.60	-14.62	30.87		
8.77	-11.70	28.27		
9.76	-8.45	25.02		
10.40	-4.55	21.45		
10.99	-0.65	17.87		
11.28	3.25	13.97		
11.40	7.15	10.07		
12.64	10.40	6.50		
14.29	14.30	2.93		
15.99	18.85	-1.63		
17.80	24.05	-5.85		
18.77	29.57	-10.72		
19.21	35.43	-15.92		
18.99	41.27	-21.12		
18.34	47.77	-26.65		
15.68	49.07	-28.27		
13.94	49.72	-28.92		
11.86	50.38	-29.90		
10.17	50.38	-29.90		
8.60	50.38	-29.90		
8.47	51.35	-29.90		
6.12	52.32	-29.90		
5.53	53.62	-30.87		
3.91	53.62	-31.52		
2.51	53.95	-31.85		
0.95	53.95	-32.18		
0.04	53.62	-32.18		
-1.31	53.62	-32.18		
-2.89	52.32	-31.52		
-4.96	51.02	-30.87		
-7.09	48.43	-29.90		
-9.67	45.50	-28.60		
-12.75	41.27	-26.65		
-16.90	36.40	-24.70		
-20.90	30.22	-21.77		
-24.40	23.40	-18.52		
-28.19	15.27	-13.97		
-31.52	7.48	-8.45		
-35.48	-1.30	-1.63		
-39.10	-10.72	6.50		
-40.09	-15.92	13.00		
-40.51	-17.87	20.80		
-41.00	-18.85	28.60		
-40.26	-19.17	32.18		
-38.26	-19.50	34.77		
-37.04	-19.17	36.72		
-34.47	-19.17	38.35		
-32.00	-19.17	39.32		
-29.65	-18.85	39.65		
-27.72	-18.85	39.97		
-25.68	-18.85	39.97		
-24.18	-18.85	39.97		
-22.86	-18.85	39.97		
-21.71	-18.85	39.65		
-20.56	-18.85	39.65		
-19.79	-18.85	39.65		
-18.78	-18.85	39.65		
-17.92	-18.85	39.65		
-17.10	-18.85	39.65		
-16.16	-18.85	39.65		
-15.25	-18.85	39.65		
-14.27	-18.85	39.65		
-13.24	-18.85	39.65		
-12.25	-18.85	39.65		
-11.33	-20.47	39.65		
-10.32	-22.42	39.65		
-9.52	-24.05	40.63		
-8.69	-24.37	40.95		
-8.04	-24.37	41.93		
-7.20	-24.70	42.25		
-6.18	-24.70	42.25		
-5.10	-24.70	42.57		
-4.08	-24.70	42.90		
-2.81	-24.70	42.90		
-1.77	-24.70	42.90		
-0.57	-24.70	42.57		
1.06	-24.70	42.25		
3.04	-24.70	41.27		
5.03	-23.72	39.97		
7.26	-21.77	38.02		
9.90	-18.85	35.10		
12.45	-14.95	31.52		
15.13	-10.07	26.97		
16.93	-4.55	22.10		
18.83	1.30	16.57		
21.75	6.17	11.05		
26.02	12.67	5.20		
29.52	20.47	-1.63		
32.31	29.25	-9.42		
34.08	38.35	-17.22		
31.11	41.27	-20.15		
29.02	43.22	-22.75		
25.45	44.52	-24.05		
23.16	44.85	-24.70		
21.52	44.85	-25.02		
19.73	44.85	-25.02		
19.85	46.15	-25.02		
18.96	49.07	-25.02		
17.99	51.35	-25.02		
14.35	52.65	-25.02		
13.28	53.95	-27.30		
11.80	53.95	-28.92		
10.75	53.95	-30.22		
9.03	53.95	-30.87		
7.33	53.95	-31.52		
5.72	53.95	-31.85		
4.25	53.95	-31.52		
2.99	53.95	-31.52		
1.72	53.95	-31.85		
0.31	53.95	-31.85		
-1.25	53.95	-31.52		
-2.69	53.30	-31.20		
-4.70	51.68	-30.55		
-7.21	49.40	-29.25		
-9.91	45.82	-27.62		
-13.49	41.60	-26.00		
-17.80	36.40	-23.72		
-21.45	29.90	-20.80		
-24.72	22.75	-17.22		
-27.50	14.62	-13.32		
-30.62	6.50	-7.48		
-34.12	-1.95	-0.97		
-37.10	-11.38	6.50		
-37.91	-16.25	13.00		
-38.04	-17.87	20.47		
-38.19	-18.85	27.95		
-37.42	-19.17	30.87		
-35.44	-19.50	33.47		
-34.04	-19.17	35.43		
-31.73	-19.17	36.72		
-27.42	-19.17	38.02		
-25.58	-18.85	38.02		
-23.81	-18.85	38.68		
-21.82	-18.85	38.68		
-20.48	-18.52	38.68		
-19.22	-18.85	38.68		
-18.03	-18.85	38.35		
-16.84	-19.17	38.35		
-16.06	-19.17	38.35		
-15.27	-18.85	38.02		
-14.69	-18.85	38.02		
-14.17	-18.85	38.02		
-13.77	-18.85	38.02		
-13.22	-18.85	39.65		
-12.60	-18.85	40.95		
-12.22	-18.85	42.25		
-11.51	-20.47	43.22		
-10.27	-22.42	43.22		
-9.35	-23.40	43.22		
-8.46	-24.37	43.55		
-7.48	-24.70	43.55		
-6.78	-24.70	43.55		
-6.22	-24.70	43.55		
-5.82	-24.70	43.55		
-5.47	-24.70	43.55		
-5.14	-24.70	43.55		
-4.62	-24.70	43.55		
-4.13	-24.70	43.55		
-3.69	-24.70	43.22		
-3.26	-24.70	43.55		
-2.94	-24.70	43.55		
-2.60	-24.70	43.22		
-2.08	-24.70	43.22		
-1.60	-24.70	43.22		
-1.03	-24.70	43.22		
-0.42	-24.70	43.22		
0.49	-24.70	42.57		
1.37	-24.70	42.25		
2.18	-24.37	40.95		
3.09	-23.72	39.97		
3.92	-22.42	38.35		
4.56	-20.80	36.72		
5.39	-18.85	34.45		
5.98	-16.90	32.18		
6.86	-14.62	29.57		
7.73	-12.02	26.65		
8.61	-9.10	24.05		
9.51	-5.52	20.80		
10.25	-1.95	17.22		
11.64	1.95	13.65		
12.69	5.52	9.75		
13.95	9.42	5.85		
16.33	13.65	1.95		
18.90	18.52	-2.93		
21.09	24.37	-8.13		
22.35	31.20	-13.97		
23.00	38.02	-19.50		
23.25	45.50	-26.32		
20.74	47.13	-27.95		
19.03	48.43	-29.25		
16.21	49.07	-29.90		
13.91	49.07	-30.22		
12.32	49.07	-30.22		
11.00	49.07	-30.22		
11.07	50.38	-30.22		
8.56	51.68	-30.22		
6.30	52.65	-30.22		
4.69	53.30	-30.22		
3.84	53.62	-30.87		
2.43	53.62	-31.85		
0.87	53.62	-31.85		
-0.90	53.30	-32.18		
-3.72	52.65	-32.18		
-6.95	51.02	-31.20		
-9.72	48.10	-29.90		
-12.77	44.20	-27.62		
-16.85	39.32	-25.35		
-20.94	33.15	-22.42		
-23.69	26.00	-19.17		
-26.45	17.55	-14.62		
-29.47	9.42	-9.75		
-33.68	1.63	-3.25		
-37.22	-7.80	4.23		
-38.91	-12.35	10.40		
-39.46	-13.97	17.87		
-40.31	-14.95	25.02		
-39.51	-15.27	28.27		
-36.51	-15.60	31.20		
-35.41	-15.27	33.15		
-33.13	-15.27	34.45		
-31.18	-15.27	35.43		
-28.89	-15.27	36.40		
-26.28	-15.27	36.72		
-24.23	-14.62	36.72		
-22.70	-14.62	36.72		
-21.44	-14.62	36.72		
-20.28	-15.60	36.72		
-19.12	-15.27	36.07		
-18.43	-16.90	36.07		
-17.73	-19.50	35.75		
-17.80	-23.72	37.05		
-16.96	-24.37	38.68		
-16.21	-24.70	40.30		
-15.39	-24.70	40.95		
-14.00	-25.02	42.25		
-11.95	-25.02	42.57		
-10.57	-25.02	42.90		
-8.82	-25.02	43.22		
-7.41	-25.02	43.22		
-6.11	-25.02	43.22		
-4.89	-25.02	43.22		
-4.01	-25.02	43.22		
-3.13	-25.02	43.22		
-1.94	-25.02	43.22		
-0.34	-25.02	42.90		
1.47	-25.02	42.57		
3.66	-24.70	41.27		
5.76	-23.40	39.65		
8.22	-21.12	37.38		
10.61	-18.20	34.13		
13.27	-13.97	30.22		
16.12	-9.10	25.35		
18.64	-4.55	20.80		
22.55	0.97	15.27		
26.69	6.82	9.42		
31.27	14.30	2.60		
36.21	23.07	-5.52		
40.81	33.15	-14.30		
42.45	39.65	-20.15		
41.69	43.55	-21.77		
39.01	47.45	-22.42		
35.86	50.38	-23.07		
33.04	51.68	-23.07		
30.20	52.65	-23.07		
29.12	53.30	-23.07		
27.36	53.30	-23.07		
26.01	53.30	-23.40		
24.85	52.97	-23.72		
24.19	52.97	-23.72		
22.49	52.97	-24.05		
21.12	52.97	-24.37		
19.27	52.97	-24.05		
17.61	52.97	-24.05		
15.58	52.97	-26.32		
12.86	52.97	-28.60		
10.78	52.97	-30.55		
9.47	52.97	-31.85		
8.35	52.97	-32.50		
6.95	52.97	-32.50		
5.49	52.97	-32.82		
4.08	52.97	-32.82		
2.43	52.97	-32.82		
1.13	52.97	-33.15		
-0.41	52.97	-33.47		
-2.65	52.65	-33.15		
-5.30	51.35	-33.15		
-8.42	48.75	-32.18		
-11.62	45.50	-30.87		
-15.48	40.95	-29.25		
-19.09	35.10	-26.65		
-23.36	28.60	-23.72		
-27.35	21.12	-19.82		
-31.37	13.32	-14.62		
-36.15	5.20	-7.80		
-40.33	-4.23	-0.32		
-44.25	-14.62	9.10		
-45.59	-20.80	16.25		
-47.04	-23.07	25.02		
-46.10	-23.72	29.57		
-44.94	-24.05	32.82		
-44.10	-24.37	35.10		
-41.49	-24.70	36.72		
-39.82	-24.70	38.02		
-37.68	-24.37	38.35		
-36.00	-24.37	38.68		
-34.19	-24.37	38.68		
-32.18	-24.37	38.35		
-30.59	-24.37	38.35		
-29.10	-24.37	38.02		
-27.67	-24.37	38.02		
-26.60	-24.37	38.02		
-25.47	-24.37	38.02		
-24.41	-24.37	38.02		
-23.43	-24.37	38.02		
-22.45	-24.37	38.02		
-21.58	-24.37	38.02		
-20.55	-24.37	38.02		
-19.53	-24.37	38.02		
-18.55	-24.37	38.02		
-17.56	-24.37	38.02		
-16.61	-24.37	38.02		
-15.67	-24.37	38.02		
-14.79	-24.37	38.02		
-13.90	-24.05	38.02		
-13.30	-24.37	39.32		
-12.62	-24.37	40.95		
-12.21	-24.37	41.60		
-11.96	-24.37	42.25		
-11.12	-24.37	42.90		
-10.00	-24.70	43.22		
-9.26	-24.70	43.22		
-8.22	-24.70	43.55		
-7.07	-24.70	43.55		
-6.22	-24.70	43.55		
-5.30	-24.70	43.55		
-4.55	-24.70	43.55		
-3.89	-24.70	43.55		
-3.20	-24.70	43.55		
-2.53	-24.70	43.55		
-1.49	-24.70	43.55		
-0.46	-24.70	43.55		
1.03	-24.70	43.22		
2.64	-24.37	42.25		
4.27	-23.40	40.95		
5.96	-21.77	39.00		
7.46	-19.50	36.72		
8.88	-16.57	33.80		
10.19	-13.32	30.22		
11.44	-9.42	26.65		
12.88	-4.88	22.75		
13.99	-0.32	18.52		
14.59	4.88	13.97		
15.48	9.10	9.42		
17.51	13.97	4.88		
20.04	18.85	0.00		
22.60	25.02	-5.52		
24.77	31.85	-11.05		
25.36	39.32	-17.87		
25.88	47.13	-24.37		
24.12	49.40	-26.65		
22.48	50.70	-28.60		
20.03	51.35	-29.25		
18.42	51.68	-29.90		
16.56	51.68	-30.22		
14.99	51.68	-30.22		
13.21	51.68	-30.22		
11.91	51.68	-30.22		
10.61	51.68	-29.90		
9.94	51.68	-29.90		
8.95	51.68	-29.90		
7.53	51.68	-30.22		
6.23	51.68	-30.22		
5.88	52.32	-30.22		
4.31	52.97	-30.22		
3.07	53.62	-30.87		
1.85	53.62	-31.20		
0.34	53.62	-31.52		
-0.98	53.30	-31.52		
-2.88	52.32	-31.20		
-5.46	51.02	-30.22		
-7.60	48.43	-28.60		
-9.60	45.18	-26.65		
-12.54	40.95	-24.37		
-16.23	36.07	-22.42		
-20.15	29.90	-19.50		
-23.56	22.75	-16.25		
-26.15	14.62	-12.35		
-29.53	6.82	-7.15		
-32.87	-1.63	-0.65		
-35.92	-10.40	6.82		
-35.93	-15.60	13.00		
-35.50	-16.90	20.80		
-35.57	-17.87	27.95		
-34.11	-17.87	30.87		
-31.31	-18.52	33.47		
-30.08	-18.20	35.10		
-28.14	-18.20	36.40		
-25.32	-17.87	37.05		
-23.52	-17.87	37.70		
-21.08	-17.87	38.02		
-19.18	-17.87	37.70		
-17.74	-17.87	37.70		
-16.20	-17.87	37.38		
-14.99	-17.87	37.05		
-14.12	-17.87	38.35		
-14.00	-19.50	40.63		
-13.53	-21.77	40.95		
-12.93	-23.40	41.93		
-11.91	-24.05	42.25		
-10.98	-24.37	42.90		
-10.01	-24.70	43.22		
-8.92	-24.70	43.22		
-8.01	-24.70	43.55		
-6.99	-24.70	43.55		
-6.05	-24.70	43.55		
-5.23	-24.70	43.55		
-4.55	-24.70	43.55		
-4.00	-24.70	43.55		
-3.56	-24.70	43.55		
-3.20	-24.70	43.55		
-2.85	-24.70	43.55		
-2.39	-24.70	43.55		
-1.83	-24.70	43.55		
-1.21	-24.70	43.55		
-0.74	-24.70	43.22		
-0.29	-24.70	43.22		
0.52	-24.70	42.90		
1.25	-24.70	42.25		
2.12	-24.70	41.27		
2.98	-24.05	40.30		
4.02	-22.75	38.68		
5.08	-21.12	36.72		
6.19	-19.50	34.45		
7.20	-16.90	32.18		
8.20	-13.97	29.25		
9.22	-10.72	26.00		
9.97	-7.15	22.75		
10.98	-3.25	19.17		
11.41	0.65	15.27		
11.67	4.88	11.38		
13.98	8.45	7.15		
14.85	12.35	3.25		
16.99	16.90	-1.30		
19.35	22.10	-5.85		
21.26	28.27	-11.05		
21.57	34.77	-16.57		
21.80	41.60	-22.42		
21.75	45.50	-26.00		
19.29	48.10	-26.32		
16.32	49.72	-26.65		
13.02	51.02	-26.97		
10.94	51.68	-26.97		
9.56	52.00	-28.60		
8.22	52.00	-29.57		
7.68	51.68	-29.90		
5.83	51.68	-30.55		
5.13	52.32	-31.20		
4.37	53.30	-31.52		
2.79	53.62	-31.52		
1.57	53.95	-31.85		
0.28	53.95	-31.85		
-1.16	53.62	-31.52		
-2.98	52.97	-31.20		
-4.86	51.35	-30.22		
-6.90	49.07	-28.60		
-8.31	45.82	-26.65		
-10.15	42.57	-24.37		
-13.18	38.02	-22.75		
-16.47	33.15	-20.47		
-20.10	26.97	-17.55		
-23.24	19.82	-14.30		
-26.49	12.67	-10.40		
-30.52	4.55	-5.52		
-33.11	-4.23	0.32		
-35.92	-13.97	8.13		
-36.19	-18.52	14.30		
-35.87	-20.47	21.77		
-35.76	-20.80	28.60		
-34.49	-20.80	32.18		
-32.98	-20.80	34.45		
-30.86	-20.80	36.72		
-28.50	-20.80	38.02		
-24.38	-20.80	38.68		
-21.36	-20.80	39.32		
-19.06	-20.80	39.65		
-16.91	-20.80	39.65		
-15.02	-20.47	39.32		
-13.44	-20.47	39.32		
-12.19	-20.80	39.00		
-10.81	-20.80	38.68		
-9.34	-20.80	39.65		
-8.83	-20.80	40.30		
-7.92	-20.80	41.27		
-7.20	-21.77	42.90		
-6.52	-23.07	43.22		
-5.70	-24.05	43.22		
-4.60	-24.37	43.22		
-3.59	-24.37	43.22		
-2.75	-24.70	43.22		
-1.41	-24.70	43.22		
-0.44	-24.70	42.90		
0.41	-24.70	42.90		
1.35	-24.70	42.25		
2.31	-24.37	41.27		
3.09	-23.72	40.30		
3.70	-22.42	38.68		
4.26	-21.12	37.05		
4.91	-19.50	35.10		
5.38	-17.55	33.15		
5.81	-15.27	30.55		
6.15	-13.32	28.27		
6.72	-10.72	25.67		
7.27	-8.13	23.07		
7.80	-5.20	20.15		
8.38	-1.95	17.22		
8.89	0.97	13.97		
9.03	4.23	11.05		
9.37	7.48	7.48		
9.44	10.07	4.55		
10.41	13.32	1.63		
12.49	16.25	-1.30		
13.93	20.47	-4.88		
14.98	25.02	-8.77		
15.75	29.90	-13.00		
15.96	35.10	-17.22		
14.68	40.30	-21.77		
13.21	45.50	-26.32		
11.09	49.72	-29.57		
9.29	50.70	-30.55		
7.77	51.35	-31.20		
5.90	51.68	-31.85		
5.09	52.32	-32.18		
4.15	53.62	-32.18		
2.61	53.95	-32.18		
0.90	53.95	-32.18		
-0.46	53.95	-31.85		
-2.10	53.30	-31.52		
-3.86	52.32	-30.87		
-5.60	50.38	-29.90		
-7.20	48.10	-27.95		
-8.45	44.85	-25.67		
-9.88	40.95	-23.40		
-11.71	36.72	-20.80		
-14.23	31.85	-18.85		
-17.86	26.65	-16.25		
-21.12	20.15	-13.97		
-24.66	13.32	-10.07		
-26.43	5.52	-5.52		
-29.31	-2.93	0.00		
-31.53	-11.70	6.82		
-31.86	-16.25	12.35		
-31.69	-17.55	19.17		
-31.65	-17.87	25.02		
-31.83	-17.87	31.85		
-29.91	-17.87	34.45		
-28.33	-17.87	36.72		
-26.15	-17.87	38.35		
-23.17	-17.87	39.32		
-20.67	-17.87	40.30		
-18.21	-17.87	40.30		
-15.86	-17.87	40.30		
-14.15	-17.55	40.30		
-12.27	-19.17	39.65		
